SMILES,BA_predicted,LogP,QED,TPSA,MW,HBD,HBA,RotBonds
Cc1ccc(S(=O)(=O)c2ccc(S(=O)(=O)c3cccc(S(N)(=O)=O)c3)cc2)cc1,-7.1943,2.308,0.634,128.44,451.55,1,6,5
Cc1ccc(S(=O)(=O)c2ccc(S(=O)(=O)Cc3ccc(S(N)(=O)=O)cc3)cc2)cc1,-7.1908,2.449,0.595,128.44,465.57,1,6,6
Cc1ccc(S(=O)c2ccc(S(=O)(=O)c3cccc(S(N)(=O)=O)c3)cc2)cc1,-7.1875,2.642,0.662,111.37,435.55,1,5,5
Cc1ccc(S(=O)(=O)c2ccc(S(=O)(=O)c3ccc(S(=O)(=O)O)cc3)cc2)cc1,-7.1476,2.907,0.591,122.65,452.53,1,6,5
Cc1ccccc1S(=O)(=O)c1ccc(S(=O)(=O)c2ccc(S(N)(=O)=O)cc2)cc1,-7.1375,2.308,0.634,128.44,451.55,1,6,5
Cc1ccc(S(=O)(=O)c2ccc(S(=O)(=O)c3ccc(S(C)(=O)=O)cc3)cc2)cc1,-6.9788,3.064,0.592,102.42,450.56,0,6,5
Cc1ccc(S(=O)(=O)c2cccc(S(=O)(=O)c3ccc(S(N)(=O)=O)cc3)c2)cc1,-6.938,2.308,0.634,128.44,451.55,1,6,5
Nc1cccc(S(=O)(=O)c2ccc(S(=O)(=O)c3ccc(S(N)(=O)=O)cc3)cc2)c1,-6.9144,1.582,0.557,154.46,452.54,2,7,5
Cc1ccc(S(=O)(=O)c2ccc(S(=O)(=O)c3ccc(S(N)=O)cc3)cc2)cc1,-6.8604,2.642,0.662,111.37,435.55,1,5,5
Cc1ccc(S(=O)(=O)c2ccc(S(=O)(=O)c3ccc([SH](=O)(N=O)N(C)C)cc3)cc2)cc1,-6.8099,3.194,0.398,118.02,494.62,1,6,7
Cc1ccc(S(=O)(=O)c2ccc(S(=O)(=O)c3ccc(C(=O)O)cc3S(N)(=O)=O)cc2)cc1,-6.7758,2.006,0.524,165.74,495.56,2,7,6
Cc1c(S(=O)(=O)c2ccccc2)cccc1S(=O)(=O)c1ccc(S(N)(=O)=O)cc1,-6.6677,2.308,0.634,128.44,451.55,1,6,5
Cc1ccc(S(=O)(=O)n2ccc(S(=O)(=O)c3ccc(S(N)(=O)=O)cc3)c2)cc1,-6.6441,1.514,0.639,133.37,440.52,1,6,5
NS(=O)(=O)c1ccc(CC(=O)c2ccc(S(N)(=O)=O)cc2)cc1,-6.6043,0.407,0.749,137.39,354.41,2,5,5
NC(=O)c1ccc(S(=O)(=O)c2cccc(S(=O)(=O)c3ccccc3)c2)cc1,-6.3329,2.451,0.706,111.37,401.47,1,5,5
Cc1ccc(S(=O)(=O)c2ccc(c3ccc(S(N)(=O)=O)cc3)c(S(N)(=O)=O)c2)cc1,-6.2638,1.79,0.584,154.46,466.56,2,6,5
CC1=CC(=O)C(=O)c2cccc(S(=O)(=O)c3ccccc3)c2C1=O,-5.8547,2.414,0.784,85.35,340.36,0,5,2
Cc1ccc(S(=O)(=O)c2ccc(c3ccccc3)c(S(N)(=O)=O)c2)cc1,-5.8416,3.142,0.744,94.3,387.48,1,4,4
CN(Cc1ccccc1)S(=O)(=O)c1ccc(S(N)(=O)=O)cc1,-5.1194,1.155,0.883,97.54,340.43,1,4,5
CN(C)c1ccc(S(=O)(=O)c2ccc(S(N)(=O)=O)cc2)cc1,-5.1125,1.233,0.903,97.54,340.43,1,5,4
Cc1ccc(S(=O)(=O)c2ccc(S(N)(=O)=O)cc2)cc1,-5.0955,1.475,0.928,94.3,311.38,1,4,3
NS(=O)(=O)c1ccc(S(=O)(=O)c2ccc(S)cc2)cc1,-5.0762,1.456,0.834,94.3,329.42,2,5,3
Cc1ccc(S(=O)(=O)c2ccc(S(C)(=O)=O)cc2)cc1,-4.7145,2.231,0.872,68.28,310.4,0,4,3
CN1C(=O)c2cccc(c3ccc(S(N)(=O)=O)cc3)c2C1=O,-4.6132,1.227,0.842,97.54,316.34,1,4,2
Cc1cccnc1S(=O)(=O)c1ccc(S(N)(=O)=O)cc1,-4.4261,0.87,0.905,107.19,312.37,1,5,3
