SMILES,BA_predicted,LogP,QED,TPSA,MW,HBD,HBA,RotBonds
CSc1cccc(-c2ccc(C(=O)c3ccc(C(=O)c4ccc(S(=O)(=O)N5CCC(C(c6ccccc6)c6ccccc6)CC5)cc4)cc3)cc2)c1,-8.6422,9.77,0.098,71.52,721.94,0,5,11
COc1ccc(C2c3ccccc3C(=O)N2c2ccc(C(=O)c3ccc(S(=O)(=O)c4ccc(S(=O)(=O)c5ccccc5)cc4)cc3)cc2)cc1,-8.6306,7.342,0.145,114.89,699.81,0,7,9
COc1cccc(-c2ccc(C3CC(c4ccc(C5=C(O)C(=O)Nc6ccccc65)cc4)N(Cc4ccc(C(C)=O)cc4)C3=O)cc2)c1,-8.6238,8.036,0.165,99.7,634.73,2,5,8
Cc1cc2cc(C(=O)CCOc3ccc(-c4ccc(C5CC(c6cccc(C(C)(C)C)c6)=NN5C(=O)c5ccccc5Br)cc4)cc3)ccc2cc1Cc1ccccc1,-8.6235,13.109,0.122,58.97,839.87,0,4,11
CC(=O)Oc1ccc(C(=O)c2ccc(C(=O)c3cccc(S(=O)(=O)c4ccc(S(=O)(=O)c5cccc(C(=O)c6ccccc6C(=O)c6ccccc6)c5)cc4)c3)cc2)cc1,-8.6184,8.202,0.063,162.86,832.91,0,10,13
CC1=C(c2ccc(S(=O)(=O)c3ccc(C(=O)c4ccc(NS(=O)(=O)c5ccccc5)cc4)cc3)cc2)C(c2ccc(C)cc2)c2ccccc21,-8.6072,8.936,0.152,97.38,695.86,1,5,9
CCN(CC(=O)c1ccc(N(=O)=O)cc1)c1ccc(S(=O)(=O)c2ccc(-c3nnc(-c4ccc(S(=O)(=O)c5ccccc5)cc4)o3)cc2)cc1,-8.604,6.687,0.075,170.65,708.77,0,11,12
Cc1cccc(N2C(=O)COC(=O)C2=Cc2cccc(C(=O)c3cccc(-c4ccc(C(C)(C)C)cc4)c3)c2)c1,-8.5996,7.121,0.157,63.68,529.64,0,4,5
CC1(C)CC(=O)C=C(c2ccc(-c3ccc(C(=O)c4cccc(-c5ccc(-c6ccc(S(=O)(=O)NCCC(=O)OC(c7ccccc7)c7ccccc7)cc6)cc5)c4)cc3)cc2)C1,-8.5914,11.692,0.086,106.61,850.05,1,6,14
COc1cccc(S(=O)(=O)c2ccc(C(=O)Nc3ccc(S(=O)(=O)c4ccc(-c5ccc(C(=O)c6cccc(C(=O)c7ccccc7)c6)cc5)cc4)cc3)cc2)c1,-8.59,8.742,0.121,140.75,791.9,1,8,12
Cc1ccc(C(=O)c2ccc(S(=O)(=O)c3ccc(C(=O)Cc4cc(C(=O)c5ccc(NC(=O)C=Cc6ccc7ccccc7n6)cc5)ccc4C)cc3)cc2)cc1,-8.5849,9.224,0.097,127.34,768.89,1,7,12
O=C(CN1C(=O)N=C(c2ccccc2)C=C1c1ccccc1)c1ccc(S(=O)(=O)c2ccc(-c3ccc(C(=O)Nc4ccccc4)cc3)cc2)cc1,-8.5841,8.212,0.144,115.2,701.8,1,6,10
O=C1CC(c2ccc(C(=O)Cc3ccccc3)cc2)c2ccc(c3cccc(C(=O)NCCNc4ncccc4SCc4ccccc4)c3)cc2O1,-8.5781,8.749,0.041,97.39,703.86,2,7,13
O=C(c1ccccc1)c1ccc(S(=O)(=O)c2ccc(S(=O)(=O)c3ccc(NS(=O)(=O)c4ccc(C(C(=O)Cc5ccccc5)C(=O)c5ccccc5)cc4)cc3)cc2)cc1,-8.5612,8.162,0.079,165.66,854.0,1,9,15
O=C(NC1CCCCC1)c1ccc(S(=O)(=O)c2ccc(C3=Nc4ccccc4C(=O)N3N=Cc3ccc(-c4cc(-c5ccncc5)ncc4C(=O)c4ccccc4)cc3)cc2)cc1,-8.5445,9.196,0.1,153.34,848.99,1,9,11
COc1cc(C2C(=O)c3ccccc3Nc3cc(C(=O)c4ccccc4)ccc32)ccc1Nc1cnccc1-c1ccc(-c2ccnc(C(=O)O)c2)cc1,-8.5391,9.564,0.126,130.51,708.77,3,8,9
COc1ccc(S(=O)(=O)c2ccc(C(=O)n3cc(-c4ccc(C5=NN(S(=O)(=O)c6ccccc6)C(c6ccccc6)=C5)cc4)c4ccccc43)cc2)cc1,-8.5381,8.606,0.145,117.33,749.87,0,7,9
CC=CC=CC(=O)c1ccc(S(=O)(=O)c2ccc(C(=O)c3cc(N4C(=O)C=C(c5ccc(F)cc5)C4=O)ccc3OC)cc2)cc1,-8.5345,6.17,0.089,114.89,635.67,0,7,10
O=C(NCc1nccc(-c2ccccc2)n1)c1cccc(-c2ccc(S(=O)(=O)c3cccc(-c4ccc(C(=O)c5cccc(N(=O)=O)c5)cc4)c3)cc2)c1,-8.5342,8.38,0.079,149.23,730.8,1,8,11
O=C(C=Cc1ccccc1)c1cccc(S(=O)(=O)c2ccc(-c3ccc(COc4ccc(c5cccc(C(=O)Nc6ccccc6)c5)cc4C(=O)O)cc3)c(S(=O)(=O)c3ccccc3)c2)c1,-8.5321,11.112,0.075,160.98,910.04,2,8,15
COc1ccc(S(=O)(=O)c2ccc(Cc3cccc(-c4ccc(-c5cccc(-c6ccc(C=Cc7ncccc7C(=O)c7ccc(NC(=O)Cc8cccn8C)cc7)cc6)c5)cc4)c3)cc2)cc1,-8.5285,12.436,0.103,107.36,910.11,1,6,15
CCCCCCCCCCCCCCCCCC(=O)Oc1ccc(C(=O)c2cccc(S(=O)(=O)c3ccc(C(C=Cc4ccccc4)c4ccccc4)cc3)c2)cc1,-8.5259,13.763,0.025,77.51,797.11,0,5,25
CC(=O)c1ccc(-c2cc(-c3ccc(C(=O)C=Cc4ccc(C(=O)Nc5ccccc5)cc4)cc3)c3ccccc3c2)cc1,-8.5127,9.525,0.146,63.24,571.68,1,3,8
Cc1ccc(C2CC(c3ccc(S(=O)(=O)c4ccc(-c5ccc(S(N)(=O)=O)cc5)cc4)cc3)=Nc3ccccc32)cc1,-8.5071,6.799,0.234,106.66,592.74,1,5,6
CC(=O)N1CCc2cc(S(=O)(=O)c3ccc(-c4ccc(S(=O)(=O)c5ccc(N=NN6C(=O)N=C(c7ccccc7)N(Cc7cccc(Cl)c7Cl)C6=O)cc5)cc4)cc3)ccc21,-8.4965,8.216,0.124,170.2,891.82,0,10,10
COc1cc(S(=O)(=O)c2ccc(C(=O)c3ccc(C(=O)C4(c5ccccc5)CCCC4)cc3)cc2)ccc1-c1ccccc1,-8.4962,8.121,0.16,77.51,600.74,0,5,9
CCc1ccccc1-c1ccc(-c2ccc(-c3ccc(-c4cccc(C(=O)c5ccc(C(=O)O)cc5)c4)nn3)c(C(=O)Nc3ccccc3)c2)cc1,-8.4847,9.889,0.139,109.25,679.78,2,5,10
CCOc1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc(C)cc5)cc4C3COc3ccc(C(=O)c4ccccc4)cc3)cc2)cc1,-8.4744,8.071,0.115,124.12,757.89,0,8,12
COc1ccc(C2c3ccccc3C(=O)C2c2ccc(Cl)cc2C(=O)c2ccc(S(=O)(=O)c3cccc(C(=O)Nc4ccc(S(=O)(=O)c5ccccc5)cc4)c3)cc2)cc1OC,-8.4726,9.618,0.118,149.98,882.41,1,9,12
CCc1cccc(C2CC(c3ccc(S(=O)(=O)c4cccc(N(=O)=O)c4)cc3)=NN2C(=O)c2cccc(N(=O)=O)c2)c1,-8.4692,5.89,0.185,153.09,584.61,0,8,8
Cc1ccc(C(=O)c2cccc(S(=O)(=O)c3cccc(N4C(=O)C(c5ccccc5)Cc5ccccc54)c3)c2)cc1,-8.4671,7.063,0.21,71.52,557.67,0,4,6
Cc1ccc(S(=O)(=O)c2ccc(S(=O)(=O)c3sccc3C(=O)c3cccc(C(=O)c4ccc(C(c5ccccc5)c5ccccc5)cc4)c3)cc2)cc1,-8.464,9.364,0.096,102.42,752.94,0,7,11
NC(=O)CCCCCNC(=O)c1ccc(C(=O)Oc2ccccc2Cc2ccc(S(=O)(=O)c3ccc(-c4cccc(-c5ccccc5)c4)cc3)cc2)cc1,-8.4543,8.439,0.062,132.63,736.89,2,6,15
CC(=O)c1ccc(S(=O)(=O)c2ccc(C(=O)Nc3ccc(Oc4ccc(F)cc4)cc3-c3ccc(S(=O)(=O)c4ccc(S(=O)(=O)c5ccc(C(C)C)cc5)cc4)cc3)cc2)cc1,-8.4486,10.362,0.111,157.82,888.03,1,9,13
CCc1ccc(-c2cccc(C(=O)CS(=O)c3ccc(C(=O)c4cccc(-c5ccccc5C(=O)c5ccc(S(=O)(=O)c6ccc(S(=O)(=O)N7CCCC7)cc6)cc5)c4)cc3)c2)cc1,-8.4438,9.653,0.093,139.8,906.12,0,8,15
CCOC(=O)c1ccc(-c2ccc(C3=NN(c4ccc(C(C)=O)cc4)C(C(=O)c4ccccc4Cl)C3c3ccc(OC)c(c4ccc(-c5ccccc5)cc4)c3)cc2)cc1,-8.4427,11.988,0.09,85.27,809.36,0,7,12
COc1ccc(-c2c(OCC(O)COC(=O)c3ccc(-c4ccc(C(C)=O)cc4)cc3)cc3ccc(c4ccc(S(=O)(=O)c5cccc(S(C)(=O)=O)c5)cc4)cc3c2C)cc1,-8.4398,9.193,0.083,150.34,855.0,1,10,14
O=C(O)c1cccc(N2CC(c3ccc(-c4cccc(S(=O)(=O)c5ccc(C(=O)c6cccc(C(=O)c7cccnc7)c6)cc5)c4)cc3)CC2=O)c1,-8.4386,7.262,0.147,138.78,706.78,1,7,10
CCc1cc(S(=O)(=O)c2ccc(C3=COc4ccc(C(=O)c5ccccc5)cc4C3=O)cc2)ccc1OCc1cccc(C(=O)c2cccc(C)c2)c1,-8.4354,9.205,0.123,107.72,718.83,0,7,11
CCOc1ccc(-c2ccc(S(=O)(=O)c3ccccc3C(=O)C(=O)Nc3cccc(C(=O)c4ccc(N(=O)=O)cc4)c3)cc2)cc1,-8.4349,6.546,0.074,149.75,634.67,1,8,11
CC(=O)c1cccc(-c2ncnc(-c3cccc(C(=O)C=Cc4ccc(S(=O)(=O)c5ccc(C(=O)c6ccccc6)cc5)cc4)c3)n2)c1,-8.4322,7.368,0.111,124.02,649.73,0,8,10
CCCCOc1ccc(S(=O)(=O)c2ccc(C(=O)C=Cc3ccc4nc(C(=O)OCc5ccc(OC(=O)O)cc5)c(Cc5ccccc5)n4c3)cc2)cc1,-8.4266,8.247,0.036,150.57,744.82,1,9,15
CC(=O)c1ccc(-c2ccc(S(=O)(=O)c3ccc(N4N=C(c5ccc(S(=O)(=O)c6ccccc6Cl)cc5)CC4c4ccccc4)cc3)cc2)cc1,-8.4256,9.231,0.138,100.95,731.3,0,7,9
COc1ccc(C(=O)c2cccc(S(=O)(=O)c3ccc(C(=O)COc4cccc(-c5ccc(S(=O)(=O)c6ccc(N(=O)=O)cc6)cc5)c4)cc3)c2)cc1,-8.4215,7.429,0.066,164.02,747.8,0,10,13
CCc1ccc(S(=O)(=O)c2cccc(S(=O)(=O)c3ccc(C4=NC(=O)c5cc(C(=O)c6ccccc6C)ccc5C4)cc3)c2)cc1,-8.4188,6.64,0.175,114.78,647.77,0,6,8
CCOC(=O)c1cc2cc(C(=O)c3ccccc3)ccc2cc1C(=O)C(=O)c1ccc(C=Cc2ccccc2)cc1C,-8.4187,7.792,0.081,77.51,552.63,0,5,9
CC(=O)c1ccc(S(=O)(=O)c2ccc(C(=O)c3ccc(Cn4cc(C(=O)N5CCN(c6cccc(-c7ccccc7)c6)CC5)nn4)cc3Cl)cc2)cc1,-8.4187,6.876,0.139,122.54,744.27,0,8,10
COc1ccc(S(=O)(=O)c2ccc(C(=O)c3ccccc3C=Cc3ccc(CCc4ccc(C(C)=O)cc4)cc3)cc2)cc1,-8.4163,7.917,0.114,77.51,600.74,0,5,11
COc1ccc(-c2ccc(C(=O)c3ccc(S(=O)(=O)c4ccc(-c5nc(C)cc(C(c6ccccc6)c6ccccc6)c5C(=O)c5ccc(S(C)(=O)=O)cc5)cc4F)cc3)cc2)cc1,-8.4155,10.75,0.105,124.54,886.04,0,8,13
O=C(O)C=Cc1ccc(c2cccc(C(=O)Oc3ccc(S(=O)(=O)c4ccccc4C(=O)c4ccccc4)cc3)c2)cc1N(=O)=O,-8.4103,6.643,0.044,157.95,633.63,1,8,10
O=C(Nc1ccc2cc(S(=O)(=O)c3cc4ccccc4c(-c4ccc(CCc5ccccc5)cc4)n3)ccc2c1)c1ccc(N(=O)=O)cc1,-8.4097,8.834,0.122,119.27,663.76,1,6,9
COc1ccc(S(=O)(=O)c2ccc(-c3ccc(S(=O)(=O)c4ccc(C(=O)C5=COc6ccccc6N5C(=O)c5ccc(S(=O)(=O)c6ccccc6)cc5)cc4)cc3)cc2)cc1,-8.4094,8.624,0.115,158.26,867.98,0,10,11
Cn1cc(C(=O)c2ccc(C(=O)c3ccc(S(=O)(=O)c4ccccc4)cc3)cc2)cc1C=CC(=O)c1ccc(S(=O)(=O)c2ccccc2)cc1,-8.408,7.049,0.105,124.42,699.81,0,7,11
NS(=O)(=O)c1ccc(N2CCN(S(=O)(=O)c3ccc(-c4ccc(-c5ccc(C(=O)c6ccc(NC(=O)Nc7ccccc7Cl)cc6)cc5)cc4)cc3)CC2)cc1,-8.4057,7.707,0.12,158.98,806.37,3,7,10
CCC(CC)C(=O)c1ccc(-c2ccc(S(=O)(=O)c3ccc(S(=O)(=O)c4ccc(C(=O)COc5ccc(-c6ccccc6C(=O)O)cc5)cc4C)cc3)cc2)cc1,-8.3928,9.573,0.1,148.95,800.95,1,8,15
CCCCCC(=O)c1cc(C(Cc2ccccc2)C(=O)Nc2ccccc2C(=O)c2cccc(-c3cccc(C(=O)c4ccccc4)c3)c2)ccc1O,-8.3873,10.249,0.082,100.54,699.85,2,5,15
CNS(=O)(=O)c1cccc(-c2ccc(C3=C(Sc4ccccc4F)c4ccccc4C(O)=C3C(=N)c3ccc(NS(=O)(=O)c4ccc(S(=O)(=O)c5ccc(OC)cc5)cc4)cc3)cc2)c1,-8.3865,10.136,0.077,179.79,944.12,4,10,14
Cc1ccc(C(=O)c2ccc(S(=O)(=O)c3ccc(C(=O)c4ccc(C5CCCO5)cc4)cc3)cc2)cc1S(=O)(=O)c1ccc(NCc2ccccc2)cc1,-8.3754,8.586,0.123,123.68,755.91,1,8,12
O=C(NCc1ccc[n+](c2ccccc2)c1)c1ccc(-c2ccc(S(=O)(=O)c3ccc(C(=O)c4ccc(N(=O)=O)cc4)cc3)cc2)cc1,-8.3729,6.532,0.077,127.33,654.72,1,6,10
Cc1cc(S(=O)(=O)c2ccc(-c3cc(C(=O)c4ccccc4)ccc3OCc3ccccc3)cc2)ccc1N=Nc1ccc(S(=O)(=O)c2ccc(N3CCN(C(=O)C(C)C)CC3)cn2)cc1,-8.3728,10.253,0.077,155.74,918.11,0,11,14
O=C(CNC(=O)c1ccc(-c2cccc(S(=O)(=O)c3ccccc3)c2)cc1)c1ccc(N2CCNCC2)c(-c2ccc(C(=O)C(=Cc3ccccc3)c3ccc4ccccc4c3)cc2)c1,-8.3669,10.452,0.067,112.65,872.06,2,7,13
CC(=O)c1ccc(-c2cc(C(=O)c3ccc4ccccc4c3)ccc2S(=O)(=O)N2CCN(C(=O)C=Cc3ccccc3)CC2)cc1,-8.3653,6.487,0.145,91.83,628.75,0,5,8
Cc1cc(C=CC(=O)c2ccccc2C(=O)O)ccc1SCC(=O)Nc1cccc(C(=O)c2ccc(-c3ccc(S(=O)(=O)N(=O)=O)cc3)cc2)c1,-8.3642,7.184,0.042,177.82,720.78,2,9,13
CCC(=O)c1ccc1C(=O)c1ccc(C2=CC(=O)c3ccccc3N=C2SCC(=O)Nc2cc3c(cn2)C(C(=O)c2ccc(S(C)(=O)=O)cc2)c2ccccc2C3=O)cc1,-8.3615,7.379,0.096,174.37,831.93,1,11,12
CC(=O)c1cc(c2ccccc2)ccc1Oc1ccc(S(=O)(=O)c2ccc(C(=O)c3ccN(C(=O)c4ccccc4)Cc(S(C)(=O)=O)cc3)cc2)cc1Br,-8.355,8.651,0.128,131.96,822.76,0,8,10
COc1ccc2c(c1)C(=O)c1ccccc1-c1cccc(c1)C(c1ccc(C(=O)c3ccc(-c4ccccc4)cc3)cc1)=C(C)C2=O,-8.3533,9.509,0.182,60.44,610.71,0,4,5
COc1ccccc1C(=O)c1ccccc1C(=O)c1ccc(S(=O)(=O)c2ccc(C(=O)C=Cc3ccc(S(C)(=O)=O)cc3)cc2)cc1,-8.3501,6.29,0.119,128.72,664.76,0,8,11
CCc1cc(C(C)=O)c(OC)cc1C(=O)c1ccc(S(=O)(=O)c2ccc(S(=O)(=O)c3ccc(S(=O)(=O)c4ccc(C(O)CC)cc4)cc3)cc2)cc1,-8.3295,6.633,0.129,166.02,760.91,1,10,13
CCn1nnnc1C(=O)c1ccc(C(=O)c2ccc(C(=O)Nc3ccc(S(=O)(=O)c4ccc(S(C)(=O)=O)cc4)cc3)cc2)cc1,-8.3283,3.644,0.221,175.12,643.7,1,10,10
O=C(Cn1cc(-c2ccccc2)cn1)c1ccc(C(=O)c2ccc(S(=O)(=O)c3cccc(C(=O)c4ccccc4)c3)cc2)cc1,-8.3269,6.728,0.159,103.17,610.69,0,6,10
Cc1ccccc1-c1cccc(-c2ccc(C(=O)c3ccc(OCCOc4ccc(C(=O)c5ccc(Cl)cc5Cl)cc4)c(-c4ccc(C(=O)O)cc4)c3)cc2)c1,-8.3268,11.921,0.093,89.9,777.7,1,5,13
CCOC(=O)c1cccc(N2C(=O)c3ccccc3SC2c2ccc(OC)cc2Oc2ccccc2OC(=O)c2ccc(N(=O)=O)cc2)c1,-8.3267,8.243,0.062,134.51,676.7,0,10,10
CCCCCCCCCCCCCCCC(=O)Oc1ccc(-c2ccc(S(=O)(=O)c3ccc4ccccc4c3-c3ccccc3C#N)cc2)cc1,-8.325,12.265,0.049,84.23,699.96,0,5,19
COc1ccc(N2C(=O)CCc3cc(S(=O)(=O)c4ccc(C(=O)c5cc(S(=O)(=O)c6ccccc6)ccc5OCC(=O)C(=O)c5ccccc5)cc4)ccc32)cc1,-8.3247,7.034,0.088,158.26,799.88,0,10,13
Cc1cccc(C(=O)c2ccc(C(=O)c3ccc(S(=O)(=O)c4ccc(C(=O)C5CC(c6ccc(NC(=O)c7cc(C(F)(F)F)ccc7Cl)cc6)=NO5)cc4)cc3)cc2)c1,-8.3165,9.59,0.128,136.04,835.26,1,8,11
Cc1ccc(C(Cc2ccc(S(=O)(=O)c3ccc(C(=O)c4ccccc4)c(C)c3)cc2)N2C(=O)c3ccccc3C2=O)cc1,-8.3139,6.947,0.142,88.59,599.71,0,5,8
CC(=O)c1cc(C(=O)c2ccc(N3CCC3)nc2)ccc1NC(=O)C(=O)c1ccc(S(=O)(=O)c2nnc(Sc3ccccc3)nc2-c2ccccc2)cc1,-8.313,6.383,0.108,169.25,754.85,1,12,12
O=C(Nc1ccccc1)c1ccc(NC(=O)c2ccc(-c3ccc(C(=O)c4ccc(C5Cc6ccccc6CC(O)C5)cc4)cc3)cc2S(=O)(=O)c2ccccc2)cc1,-8.312,9.555,0.093,129.64,796.95,3,6,10
Cc1ccc(C(=O)Cs2cnc(-c3ccc(S(=O)(=O)c4ccc(C(Cc5ccc(S(C)(=O)=O)cc5)c5ccccc5)cc4)cc3)cn2)cc1,-8.3098,7.306,0.106,110.07,706.91,0,7,11
CC(=O)c1ccc(-c2ccc(S(=O)(=O)c3ccc(S(=O)(=O)c4ccc(C(=O)c5cccc(S(=O)(=O)c6cnccc6C(=O)Nc6ccccc6-n6cncn6)c5)cc4)cc3)cc2)cc1,-8.3003,7.514,0.111,209.26,908.01,1,12,13
O=C(c1ccc(S(=O)(=O)c2ccc3c(c2)C(=O)N(CCOCc2ccccc2)C3=O)cc1)c1ccccc1Oc1ccc(S(=O)(=O)c2ccccc2)cc1,-8.299,7.188,0.068,141.19,757.84,0,9,13
COc1cccc(-c2ccc(S(=O)(=O)c3ccc(C4=NN(CC(=O)c5ccccc5C)C4=O)cc3)cc2)c1,-8.2957,4.933,0.305,93.11,524.6,0,6,8
Cc1cccc(NC(=O)c2cccc(S(=O)(=O)c3cccc(C(=O)c4ccc(-c5ccc(C(=O)Nc6ccc(-c7ccccc7)cc6)cc5)cc4)c3)c2)c1,-8.2952,9.897,0.136,109.41,726.85,2,5,10
COc1cc(c2ccc(C(N)=O)cc2NC(=O)c2ccc(C(=N)N)cc2)cc(C(=O)c2ccc(-c3ccc(S(=O)(=O)NCC(O)COc4cccc5ccccc45)cc3)cc2)c1O,-8.2952,6.472,0.032,244.22,863.95,7,10,16
Cc1cc(C(=O)c2ccc(-c3ccccc3)cc2)cc(S(=O)(=O)c2ccc(C(=S)NN=Cc3ccc(-c4ccccc4)cc3)cc2)c1,-8.282,8.692,0.073,75.6,650.83,1,5,9
Cc1ccccc1-c1nc2ccccc2n1Cc1cc(C(=O)c2ccccc2)ccc1OCc1ccc(C(=O)Nc2ccccc2)cc1,-8.2814,9.122,0.154,73.22,627.74,1,4,10
Cc1ccc(C(=O)c2ccc(-c3ccc(S(=O)(=O)c4cccc(NS(=O)(=O)c5cccc(C(=O)c6ccccc6)c5)c4Cl)cc3)cc2)cc1CCC(=O)O,-8.2797,8.428,0.111,151.75,778.3,2,7,13
Cc1cccc(S(=O)(=O)c2ccc(S(=O)(=O)c3ccccc3NC(=O)c3cccc(S(=O)(=O)c4ccc(C(=O)c5ccc(S(=O)(=O)c6ccccc6Cl)cc5)cc4)c3)cc2)c1C,-8.2745,8.771,0.116,182.73,924.5,1,10,12
COc1ccc(S(=O)(=O)c2ccc(C(=O)Cc3ccc(C(=O)c4ccc(N5CCN(C(=O)c6cccc(S(=O)(=O)c7ccc(C)cc7)c6)CC5)cc4)cc3)cc2)cc1,-8.2703,7.288,0.117,135.2,812.97,0,9,12
CCCCCCc1ccc(C(=O)c2ccc(S(=O)(=O)c3ccc(-c4ccc(C5=Nc6c(ccnc6-c6ccccc6)O5)cc4)cc3)cc2)cc1,-8.2663,10.41,0.095,90.13,676.84,0,6,12
CCOC(=O)c1ccc(C(=O)CC(=O)c2ccc(S(=O)(=O)c3ccc(C(=O)c4cccc(C(=O)c5ccccc5)c4)cc3)cc2)cc1,-8.2591,6.614,0.084,128.72,644.7,0,8,12
Cc1cccc(C2=NNC(S(=O)(=O)c3cccc(C(=O)c4cccc(C(=O)Oc5ccccc5)c4)c3)=C2C(=O)C(=O)c2cccs2)c1,-8.2569,6.795,0.073,140.33,660.73,1,9,10
COc1cccc(-c2ccc(C(=O)c3cccc(-c4cccc(C(=O)c5ccc(S(=O)(=O)c6ccc(-c7nc(CCC(=O)NCCCN8CCCC8)ccc7C)cc6)cc5)c4)c3)cc2)c1,-8.2473,10.229,0.071,122.74,882.09,1,8,17
COc1ccc(S(=O)(=O)c2ccc(S(=O)(=O)c3ccc(S(=O)(=O)c4cccc(C(=O)N5N=Cc6nc7ccccc7cc6C5=O)c4)cc3)cc2)cc1C,-8.2471,5.449,0.18,176.5,765.85,0,11,8
CCc1ccc(S(=O)(=O)c2ccc(S(=O)(=O)Oc3ccc(C(=Cc4ccc(Cl)cc4C)n4ccc(S(=O)(=O)c5ccccc5)c4)cc3)cc2)cc1,-8.2459,8.492,0.096,116.58,758.34,0,7,11
COc1ccc(S(=O)(=O)c2ccc(S(=O)(=O)n3c(CCNC(=O)c4cccc([N-][N+]C(=O)c5ccccc5)c4)ccc3C(=O)c3ccc(C(=O)c4ccc(S)cc4)cc3)cc2)cc1,-8.2453,7.655,0.056,190.95,897.03,2,10,16
COc1cc(C2=C(C(=O)c3ccc(-c4ccccc4)cc3)C(=O)c3ccccc32)cc(c2ccc(-c3ccc(-c4ccc(C(=O)c5(C)oc6ccc(C)cc65)cc4)cc3)cc2)c1,-8.245,13.043,0.102,69.67,804.94,0,5,10
COc1ccc(S(=O)(=O)c2ccc(C(=O)c3ccc(OC(=O)c4cc(S(=O)(=O)c5cccc(C)c5)ccc4S(=O)(=O)c4ccccc4)cc3)cc2)cc1,-8.2429,6.952,0.077,155.02,766.87,0,10,11
