SMILES,BA_predicted,LogP,QED,TPSA,MW,HBD,HBA,RotBonds
COc1ccc(C(=O)c2ccc(S(=O)(=O)c3cccc(C(=O)c4ccc(N5C(=O)c6ccccc6C5=O)cc4)c3)cc2)cc1,-8.6471,5.791,0.163,114.89,601.64,0,7,8
Cc1ccccc1-c1ccc(N(C(=O)c2ccccc2Cl)c2ccc(C(=O)c3ccc(C(=O)c4ccccc4)cc3)cc2)cc1,-8.6466,9.756,0.162,54.45,606.12,0,3,8
CCOc1ccc(S(=O)(=O)c2ccc(C(=O)c3cc(S(=O)(=O)c4ccc(N(=O)=O)cc4)ccc3OCc3ccc(C)cc3)cc2)cc1,-8.6424,6.778,0.08,146.95,671.75,0,9,12
O=C(O)c1ccc(C(=O)c2ccc(S(=O)(=O)c3ccc(C(=O)c4cccc(N(=O)=O)c4)cc3)cc2)cc1,-8.6371,4.588,0.203,148.72,515.5,1,7,8
Cc1ccc(S(=O)(=O)c2ccc(C(=O)c3cccc(S(=O)(=O)c4ccc(C(=O)c5ccc(-c6ccc(C(=O)c7ccccc7)cc6)cc5)cc4)c3)cc2)cc1,-8.6308,9.021,0.121,119.49,760.89,0,7,11
Cc1ccc(S(=O)(=O)c2ccc(S(=O)(=O)c3ccc(C(=O)c4ccc(S(=O)(=O)c5ccc(Cc6ccc(N(=O)=O)cc6)cc5)cc4)cc3)cc2)cc1,-8.626,7.223,0.076,162.63,751.86,0,9,11
Cc1cccc(S(=O)(=O)c2ccc(C(=O)c3ccc(C(=O)c4cccc(CC(=O)O)c4)cc3OCc3ccccc3)cc2)c1,-8.6169,6.496,0.171,114.81,604.68,1,6,11
O=C(c1ccc(Oc2ccccc2)cc1)c1ccc(C(O)C(=O)c2ccc(C(=Nc3ccccc3)Sc3ccccc3)cc2)cc1,-8.6151,9.497,0.072,75.96,619.74,1,6,10
Cc1cccc(C(=O)c2ccc(C(=O)c3ccc(N4c5ccccc5C(Cc5ccccc5)=CC4c4ccccc4)cc3)cc2)c1,-8.6056,9.976,0.164,37.38,595.74,0,3,8
COc1ccc(S(=O)(=O)c2ccc(-c3ccc(C(=O)c4ccc(C(=O)c5cccc(N(=O)=O)c5)cc4)cc3)cc2)cc1,-8.6054,6.565,0.11,120.65,577.61,0,7,9
O=C(O)c1ccc(C(=O)c2ccc(C(=O)c3ccc(C(=O)c4ccc(S(=O)(=O)c5ccc(C(=O)O)cc5)cc4)cc3)cc2)cc1,-8.6042,5.609,0.19,159.95,618.62,2,7,10
COc1ccc(C(=O)c2ccc(C(=O)c3ccc(C(=O)c4ccccc4Oc4ccc(S(C)(=O)=O)cc4)cc3)cc2)cc1,-8.5871,6.584,0.169,103.81,590.65,0,7,10
O=C(c1ccccc1)c1ccc(S(=O)(=O)c2cccc(N3C(=O)c4ccccc4C3=O)c2)cc1,-8.5814,4.551,0.317,88.59,467.5,0,5,5
COc1ccc(C(=O)c2cccc(C(=O)c3ccc(S(=O)(=O)c4ccc(C(=O)c5ccccc5C(=O)O)cc4)cc3)c2)cc1,-8.5777,5.919,0.194,131.88,604.64,1,7,10
Cc1cccc(C(=O)Cc2ccc(-c3ccc(N4N=C(c5ccccc5)CC4C(=O)c4ccccc4)cc3)cc2)c1,-8.5727,7.953,0.19,49.74,534.66,0,4,8
O=C(O)c1ccc(-c2cc(C(=O)c3cccc(N(=O)=O)c3)ccc2OCc2ccccc2)cc1,-8.5551,5.77,0.206,106.74,453.45,1,5,8
Cc1ccc(C(=O)c2ccc(S(=O)(=O)c3ccc(-c4ccc(-c5ccc(C(=O)c6ccccc6)cc5)cc4C(=O)c4ccccc4)cc3)cc2)cc1,-8.5473,9.855,0.133,85.35,696.82,0,5,10
O=C(Nc1ccc(C(=O)c2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1)c1ccc(N(=O)=O)cc1,-8.5445,4.879,0.177,126.69,491.46,1,6,6
COc1ccc(C(=O)c2ccc(S(=O)(=O)c3ccc(S(=O)(=O)c4cccc(C(=O)c5ccc(C(=O)c6ccccc6)cc5)c4)cc3)cc2)cc1,-8.5402,7.054,0.132,128.72,700.79,0,8,11
O=C(O)c1ccc(C(=O)c2ccc(S(=O)(=O)c3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc2)cc1,-8.5327,4.249,0.303,125.89,511.51,1,6,6
COc1ccc(S(=O)(=O)c2ccc(C=Cc3cccc(S(C)(=O)=O)c3)cc2)cc1CNC(=O)c1ccc(C(=O)c2ccc(-c3ccccc3)cc2)cc1,-8.5245,7.93,0.1,123.68,741.89,1,7,12
Cc1ccc(S(=O)(=O)c2ccc(C(=O)c3cccc(C(=O)c4ccc(C(=O)c5ccccc5)cc4)c3)cc2)cc1,-8.5232,6.521,0.208,85.35,544.63,0,5,8
CCCCCC(=O)c1c(N(=O)=O)cccc1c1ccc(C(=O)c2ccc(C(=O)c3cccc(S(=O)(=O)Nc4ccc(C(=O)Oc5ccccc5)cc4)c3)cc2)cc1,-8.5193,9.507,0.025,166.82,780.86,1,9,16
O=C(O)c1ccc(-c2ccc(C(=O)c3ccc(S(=O)(=O)c4cccc(-c5cccc(C(=O)c6ccccc6)c5)c4)cc3)cc2)cc1,-8.5116,8.014,0.164,105.58,622.7,1,5,9
COc1ccc(S(=O)(=O)c2ccc(S(=O)(=O)c3ccc(C(=O)c4ccc(N=Nc5ccccc5CCc5ccccc5)cc4)cc3)cc2)cc1,-8.5108,8.792,0.093,119.3,700.84,0,8,12
Cc1ccc(C(=O)c2cccc(S(=O)(=O)Nc3ccc(S(=O)(=O)c4cccc(C(c5ccccc5)c5ccccc5-c5ccccc5)c4)cc3)c2)cc1,-8.4983,9.707,0.106,97.38,733.91,1,5,11
Cc1ccc(C(=O)c2ccc(-c3cc(S(=O)(=O)c4ccccc4)ccc3NC(=O)c3ccc(-c4ccccc4)cc3)cc2)cc1,-8.4961,8.645,0.176,80.31,607.73,1,4,8
O=C(c1ccc(CO)cc1)c1ccc(C(=O)c2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1,-8.4959,4.442,0.339,91.75,461.47,1,5,6
COc1ccc(-c2ccc(C(=O)c3ccc(C(=O)c4cccc(C(=O)c5ccc(C(=O)c6ccccc6)cc5)c4)cc3)cc2)cc1OC,-8.4948,8.295,0.134,86.74,630.7,0,6,11
NS(=O)(=O)c1ccc2c(c1)N(c1cccc(-c3ccc(C(=O)O)cc3)c1)c1cc(c3ccccc3)ccc1C1=Cc3ccccc3C(=O)N12,-8.4946,8.121,0.192,122.7,661.74,2,5,5
COc1ccc(C2=Nc3ccccc3C(=O)N2c2ccc(S(=O)(=O)c3ccc(C(=O)c4ccccc4)cc3)cc2)cc1,-8.4876,6.125,0.214,95.33,572.64,0,6,7
COc1cccc(C(=O)c2ccc(S(=O)(=O)c3ccc(C(=O)c4ccc(C(=O)c5ccccc5)cc4)cc3)cc2)c1,-8.4872,6.221,0.199,94.58,560.63,0,6,9
O=C(O)c1ccc(-c2ccc(Nc3ccc(-c4ccc(S(=O)(=O)c5ccc(S(=O)(=O)c6ccc(N(=O)=O)cc6)cc5)cc4)cc3)cc2)cc1,-8.4871,8.036,0.107,160.75,690.76,2,8,10
CCN(C(=O)c1ccc(-c2ccccc2)cc1)c1ccc(c2ccc(OC)c(Nc3ccc(C(=O)c4cccc(C(=O)c5cccc(C(=O)O)c5)c4)cc3)c2)cc1,-8.4781,10.6,0.113,113.01,750.85,2,6,13
COc1ccc(C(=O)c2ccc(S(=O)(=O)c3ccc(C(=O)c4ccc(N(=O)=O)cc4)cc3)cc2)cc1,-8.4767,4.898,0.191,120.65,501.52,0,7,8
COc1ccc(C(=O)c2ccc(S(=O)(=O)c3ccc(C4(Cc5ccccc5)C=NOCC4)cc3)cc2)cc1,-8.4761,5.646,0.278,82.03,525.63,0,6,8
CCC(C)c1ccc(S(=O)(=O)c2ccc(C(=O)c3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc2)cc1,-8.4759,6.065,0.217,88.59,523.61,0,5,7
O=C(O)c1ccc(S(=O)(=O)c2ccc(C(=O)Oc3ccc(C(=O)c4ccc(S(=O)(=O)c5cccc(N(=O)=O)c5)cc4)cc3)cc2)cc1,-8.4737,5.409,0.066,192.09,671.66,1,10,10
COc1ccc(C(=O)c2ccc(S(=O)(=O)c3ccc(C(=O)c4ccc(C(=O)c5ccccc5)cc4)cc3)cc2)cc1,-8.4726,6.221,0.199,94.58,560.63,0,6,9
COc1ccc(C(=O)c2ccc(C(=O)c3ccc(S(=O)(=O)c4ccc(C(=O)c5ccccc5)cc4)cc3)cc2)cc1,-8.4726,6.221,0.199,94.58,560.63,0,6,9
COc1ccc(S(=O)(=O)c2ccc(C(=O)c3ccc(N4C(C(=O)c5ccccc5Cl)=CC=CC4O)cc3)cc2)cc1,-8.4686,5.874,0.258,100.98,586.07,1,7,8
COc1ccc(C(=O)c2cccc(-c3ccc(N4C=C(c5ccc(c6cccc(N(=O)=O)c6)cc5)NC4c4ccccc4)cc3)c2)cc1,-8.4684,9.275,0.097,84.71,629.72,1,6,9
O=C(c1ccccc1)c1ccc(S(=O)(=O)c2ccc(C3Oc4ccc(-c5ccc(F)cc5)cc4C3O)cc2)cc1,-8.4678,6.724,0.237,80.67,550.61,1,5,6
CCc1ccc(C(=O)c2ccc(S(=O)(=O)c3ccc(C(=O)c4cccc(S(=O)(=O)c5ccc(Nc6ccc(C(N)=O)cc6)cc5)c4)cc3)cc2)cc1,-8.4516,7.219,0.125,157.54,728.85,2,8,12
Cc1ccc(S(=O)(=O)c2cccc(C(=O)c3ccc(C(=O)c4ccc(C(=O)c5ccccc5)cc4)cc3)c2)cc1,-8.4486,6.521,0.208,85.35,544.63,0,5,8
COc1ccc(C(=O)c2cccc(C(=O)c3ccc(C(=O)c4ccc(C(=O)c5ccccc5)cc4)cc3)c2)cc1,-8.4484,6.619,0.203,77.51,524.57,0,5,9
COCCn1cc(S(=O)(=O)c2cccc(-c3cccc(N(=O)=O)c3)c2)c2cc(C(=O)c3ccccc3)ccc21,-8.4482,5.927,0.13,108.51,540.6,0,6,9
Cc1cccc(C(=O)Oc2ccc(S(=O)(=O)c3ccc(N(C(=O)c4ccc(Cl)cc4)c4cccc(C(=O)c5ccccc5)c4)cc3)cc2)c1,-8.4463,8.91,0.086,97.82,686.19,0,6,9
COc1cccc(-c2ccc(C(=O)c3cccc(-c4cccc(S(=O)(=O)c5ccc(C(=O)c6ccccc6)cc5)c4)c3)cc2)c1,-8.4439,8.324,0.154,77.51,608.72,0,5,9
CCC1(CC)C(=O)c2ccc(C(=O)c3ccc(N(=O)=O)cc3)cc21,-8.4415,4.08,0.472,77.28,323.35,0,4,5
COc1cccc(C(=O)c2ccc(C(=O)c3ccc(S(=O)(=O)c4ccc(N(=O)=O)cc4)cc3)cc2)c1,-8.4399,4.898,0.191,120.65,501.52,0,7,8
O=C(O)c1cccc(S(=O)(=O)c2ccc(-c3ccc4c(c3)C(c3ccc(NC(=O)c5ccccc5)cc3)=N4)cc2)c1,-8.4391,6.619,0.229,112.9,558.62,2,5,7
Cc1ccccc1C(=O)Oc1ccc(S(=O)(=O)c2ccc(C(=O)c3cccc(N(=O)=O)c3)cc2)cc1,-8.4362,5.186,0.112,120.65,501.52,0,7,7
COc1ccc(S(=O)(=O)c2cccc(C(=O)c3cccc(S(=O)(=O)c4ccc(C5=NC(=O)N=C5Nc5ccccc5)cc4)c3)c2)cc1,-8.4316,6.025,0.188,148.4,663.73,1,8,9
COc1ccc(S(=O)(=O)c2cccc(-c3cc(Nc4cccc(C(=O)c5ccc(Nc6ccccc6)cc5)c4)ccc3C(=O)c3ccccc3)c2)cc1,-8.431,10.144,0.122,101.57,714.84,2,7,12
CC(=O)c1ccc(C(=O)c2ccc(-c3ccc(C(=O)c4ccc(C(=O)c5ccccc5)cc4)cc3)cc2)cc1,-8.4297,7.249,0.207,68.28,508.57,0,4,8
Cc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(=O)c4ccc(N(=O)=O)cc4)cc3)cc2)cc1,-8.4219,5.759,0.192,103.58,473.51,0,6,7
Cc1ccc(S(=O)(=O)c2ccc(C(=O)c3cc(C(=O)c4ccccc4)ccc3Nc3ccccc3)cc2)cc1,-8.4164,7.033,0.217,80.31,531.63,1,5,8
Cc1ccc(S(=O)(=O)c2ccc(N=Cc3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc2)cc1,-8.413,5.379,0.284,83.88,480.55,0,5,5
COc1ccc(C(=O)c2cccc(C(=O)c3ccc(S(=O)(=O)c4cccc(C(=O)c5cccc(S(N)(=O)=O)c5)c4)cc3)c2)cc1,-8.4093,4.868,0.212,154.74,639.71,1,8,10
COc1cccc(C(=O)c2ccc(S(=O)(=O)c3ccc(-c4ccc(C(=O)Oc5cccc(C(=O)c6ccccc6)c5)cc4)cc3)cc2)c1,-8.4087,7.876,0.084,103.81,652.72,0,7,10
CCOc1ccc(C(=O)c2ccc(S(=O)(=O)c3cccc(C(=O)c4ccc(C(=O)c5ccccc5)cc4)c3)cc2)cc1,-8.408,6.611,0.174,94.58,574.65,0,6,10
COc1ccc(C(=O)c2ccc(S(=O)(=O)c3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc2)cc1,-8.4067,4.56,0.286,97.82,497.53,0,6,6
COc1ccc(C(=O)c2ccc(C(=O)c3cccc(C(=O)c4ccc(S(=O)(=O)c5ccccc5)cc4)c3)cc2)cc1,-8.405,6.221,0.199,94.58,560.63,0,6,9
COc1ccccc1NC(=O)c1ccc(-c2ccc(C(=O)c3ccc(S(=O)(=O)c4cccc(S(N)(=O)=O)c4)cc3)cc2)cc1,-8.4048,5.326,0.21,149.7,626.71,2,7,9
Cc1ccc(S(=O)(=O)c2ccc(S(=O)(=O)c3ccc(N=Nc4cccc(C(=O)c5ccccc5)c4)cc3)cc2)cc1,-8.4041,7.307,0.141,110.07,580.69,0,7,8
O=C(c1ccc(O)cc1)c1cccc(C(=O)c2ccc(S(=O)(=O)c3cccc(C(=O)c4ccccc4)c3)cc2)c1,-8.383,5.918,0.242,105.58,546.6,1,6,8
COc1ccc(C(=O)c2ccc(C(=O)c3ccc(C(=O)c4ccc(S(N)(=O)=O)cc4)cc3)cc2)cc1,-8.3824,4.036,0.365,120.6,499.54,1,6,8
CCCOc1ccccc1C(=O)c1cccc(-c2ccc(C(=O)c3cccc(S(=O)(=O)c4ccccc4)c3)cc2)c1,-8.3791,7.437,0.166,77.51,560.67,0,5,10
COc1ccc(C(=O)c2ccc3c(S(=O)(=O)c4ccc(S(=O)(=O)N5CCC(c6ccccc6)CC5)cc4)cccc3c2)cc1NC(=O)c1ccccc1,-8.379,7.733,0.142,126.92,744.89,1,7,10
COc1cc(C(=O)c2ccc(C(=O)c3cccc(S(=O)(=O)c4ccc(C)cc4)c3)cc2)cc(C(=O)c2ccc(N(=O)=O)cc2)c1,-8.3708,6.438,0.099,137.72,619.65,0,8,10
O=C(c1ccccc1)c1ccc(N2c3ccccc3N(Cc3ccccc3)c3cc(C(=O)c4ccc(O)cc4)ccc32)cc1,-8.3649,8.976,0.194,60.85,572.66,1,5,7
O=C(Nc1ccccc1)c1ccc(C(=O)c2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1,-8.3645,4.971,0.347,83.55,446.46,1,4,5
Cc1ccc(C(=O)c2ccc(C(=O)c3ccccc3)cc2)c(C(=O)c2ccc(N3c4ccccc4CC3CCc3ccccc3)cc2)c1,-8.3573,9.384,0.142,54.45,625.77,0,4,10
Cc1ccc(S(=O)(=O)c2cccc(C(=O)c3ccc(-c4ccc(C(=O)c5cccc(S(N)(=O)=O)c5)cc4)cc3)c2)cc1,-8.356,5.604,0.233,128.44,595.7,1,6,8
COc1ccc(C(=O)c2cccc(C(=O)c3ccc(S(=O)(=O)c4ccc(S(=O)(=O)c5cccc(C(=O)O)c5)cc4)cc3)c2)cc1,-8.3519,5.521,0.195,148.95,640.69,1,8,10
O=C(c1ccc(Cc2ccccc2)cc1)c1ccc(-c2ccc(S(=O)(=O)c3ccc(S(=O)(=O)c4ccccc4)cc3)cc2)cc1,-8.3462,7.841,0.152,85.35,628.77,0,5,9
COc1ccc(Cc2ccc(C(=O)c3ccccc3)cc2)cc1C(=O)c1cccc(S(=O)(=O)c2ccccc2)c1,-8.3441,6.581,0.195,77.51,546.64,0,5,9
COc1ccccc1C(=O)c1cccc(c2ccc3c(c2)Oc2ccc(S(=O)(=O)c4ccc(N(=O)=O)cc4)cc2C3=O)c1,-8.3441,6.594,0.088,133.79,591.6,0,8,7
O=C(c1ccc(N(=O)=O)cc1)c1ccc(S(=O)(=O)c2ccc(Cl)cc2)c(Nc2ccc(N(=O)=O)cc2)c1,-8.3434,5.964,0.164,149.52,537.94,1,8,8
COc1ccc(C(=O)c2ccc(C(=O)Cc3ccnc(Cc4cccc(C(=O)c5ccc(C(=O)O)cc5)c4)c3)cc2)cc1,-8.3426,6.267,0.187,110.63,569.61,1,6,11
Cc1ccccc1OC(=O)c1ccc(Oc2ccc(S(=O)(=O)c3ccc(C(=O)c4ccccc4)cc3)cc2)cc1,-8.3367,7.07,0.117,86.74,548.62,0,6,8
O=C(O)c1ccc(C(=O)c2ccccc2COc2cccc(C(=O)c3ccc(C(=O)c4ccccc4)cc3)c2)cc1,-8.3322,6.657,0.199,97.74,540.57,1,5,10
COc1ccc(S(=O)(=O)c2ccc(S(=O)(=O)c3ccc(N=Nc4ccc(C(=O)c5ccccc5)cc4)cc3)cc2)cc1,-8.3315,7.007,0.133,119.3,596.69,0,8,9
CC(=O)c1cccc(-c2c(C(=O)c3ccc(N(=O)=O)cc3)sc3ccc(S(=O)(=O)c4ccccc4)cc23)c1,-8.3304,6.743,0.128,111.42,541.61,0,7,7
O=C(O)c1ccc(C(=O)c2cccc(Cc3ccccc3)c2Oc2ccc(C(=O)c3ccc(-c4ccccc4C(=O)c4ccccc4)cc3)cc2)cc1,-8.3282,10.128,0.128,97.74,692.77,1,5,12
Cc1ccc(C(=O)c2ccc(S(=O)(=O)c3ccc(-c4cccc(C(=O)c5ccccc5)c4)cc3)cc2)cc1,-8.3281,6.957,0.219,68.28,516.62,0,4,7
O=C(c1ccccc1)c1cccc(N2C(=O)c3ccccc3C(=O)COc3ccccc32)c1,-8.3199,5.471,0.402,63.68,433.46,0,4,3
Cc1ccc(S(=O)(=O)c2ccc(C(=O)c3ccc(C(=O)c4ccccc4Nc4ccccc4)cc3)cc2)cc1,-8.3197,7.033,0.217,80.31,531.63,1,5,8
COc1ccc(S(=O)(=O)c2cccc3c(N(=O)=O)cccc23)cc1C(=O)c1ccc(C(=O)c2ccccc2)cc1,-8.3192,6.051,0.131,120.65,551.58,0,7,8
COc1ccc(C(=O)c2ccc(C(=O)c3ccc(-c4ccc(N=Cc5ccc(N(=O)=O)cc5)cc4)cc3)cc2)cc1,-8.3158,7.483,0.084,98.87,540.58,0,6,9
COc1ccc(C(=O)c2ccc(S(=O)(=O)c3cccc(C(=O)c4ccc(N(=O)=O)cc4)c3)cc2)cc1OC,-8.3148,4.907,0.169,129.88,531.54,0,8,9
Cc1ccc(C(=O)c2cccc(C(=O)c3cccc(C(=O)c4cccc(S(N)(=O)=O)c4)c3)c2)cc1,-8.3129,4.335,0.393,111.37,483.55,1,5,7
Cc1ccc(C(=O)c2ccc(S(=O)(=O)c3cccc(-c4ccc(C(=O)c5ccccc5)cc4)c3)cc2)cc1,-8.3124,6.957,0.219,68.28,516.62,0,4,7
COc1ccc(C(=O)c2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1C(=O)c1ccccc1,-8.3119,4.958,0.3,80.75,461.47,0,5,6
O=C(CNc1ccc(-c2cccc(N(=O)=O)c2)cc1)c1ccc(-c2ccc(C(=O)c3cccc(O)c3)cc2)cc1,-8.3113,7.16,0.119,109.54,528.56,2,6,9
CC(=O)c1ccc(S(=O)(=O)Cc2ccc(S(=O)(=O)c3ccc(C(=O)c4ccc(N(=O)=O)cc4)cc3)cc2)cc1,-8.3099,4.835,0.16,145.56,563.61,0,8,9
Cc1ccc(C(=O)c2ccc(N=Nc3ccc(S(=O)(=O)c4cccc(N(=O)=O)c4)cc3)cc2)cc1,-8.3089,6.382,0.13,119.07,485.52,0,7,7
Cc1ccc(S(=O)(=O)c2ccc(C(=O)c3cccc(-c4cccc(C(=O)c5cccc(S(C)(=O)=O)c5)c4)c3)cc2)cc1,-8.3078,6.36,0.194,102.42,594.71,0,6,8
O=C(O)c1ccc(S(=O)(=O)c2cccc(-c3cccc(C(=O)c4cccc(N(=O)=O)c4)c3)c2)cc1,-8.306,5.024,0.22,131.65,487.49,1,6,7
Cc1cccc(C(=O)c2ccc(S(=O)(=O)c3ccc(NC(=O)c4ccc(N=Nc5ccccc5)cc4)cc3)cc2)c1,-8.3053,7.727,0.155,105.03,559.65,1,6,8
O=C(Nc1ccccc1)c1ccc(S(=O)(=O)c2ccc(C(=O)c3ccc(N(=O)=O)cc3)cc2)cc1,-8.3052,4.911,0.225,123.45,486.51,1,6,7
COc1cccc(C(=O)c2ccc(S(=O)(=O)c3cccc(C(=O)Nc4ccc(C(=O)c5ccccc5)cc4)c3)cc2)c1,-8.305,6.242,0.209,106.61,575.64,1,6,9
Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)c3cccc(C(=O)c4cc(C=Cc5ccc(N(=O)=O)cc5)ccc4C(=O)C(=O)c4ccccc4)c3)cc2)cc1,-8.3044,8.455,0.043,157.59,734.79,1,8,12
O=C(O)c1ccc(C(=O)c2cccc(S(=O)(=O)c3ccc(C(=O)c4ccccc4Sc4ccccc4)cc3)c2)cc1,-8.3032,6.831,0.191,105.58,578.67,1,6,9
O=C(CCc1ccccc1)c1ccc(C(=O)c2cccc(C(=O)c3cccc(C(=O)c4ccccc4)c3)c2)cc1,-8.3028,7.195,0.182,68.28,522.6,0,4,10
CCN1C(=O)c2ccccc2N(c2ccccc2C)Cc2cccc(c2)-c2ccc(cc2)S(=O)(=O)c2ccc(cc2)S(=O)(=O)c2ccccc21,-8.3016,8.646,0.18,91.83,698.87,0,6,2
O=C(Nc1ccc(N(=O)=O)cc1)c1ccc(-c2ccc(S(=O)(=O)c3ccc(-c4ccccc4)cc3)cc2)cc1,-8.3006,7.014,0.178,106.38,534.59,1,5,7
Cc1cccc(S(=O)(=O)c2ccc(-c3ccc(C(=O)c4cccc(N5CC(c6ccccc6)CO5)c4)cc3)cc2)c1,-8.2978,7.261,0.196,63.68,559.69,0,5,7
CC(=O)c1ccc(-c2ccc(C(=O)c3ccccc3NCc3cccc(S(=O)(=O)c4ccccc4)c3)cc2)cc1,-8.2927,7.232,0.198,80.31,545.66,1,5,9
COc1ccc(C(=O)c2ccc(S(=O)(=O)c3ccc(S(=O)(=O)c4ccc(N(=O)=O)cc4)cc3)cc2)cc1,-8.2913,4.5,0.182,137.72,537.57,0,8,8
O=C(O)c1ccc(-c2cccc(-c3ccc(-c4ccc(C(=O)c5ccc(C(=O)c6ccccc6Cl)cc5)cc4)cc3)c2)cc1,-8.2893,9.501,0.179,71.44,593.08,1,3,8
COc1ccc(-c2ccc(S(=O)(=O)c3ccc(S(=O)(=O)c4cccc(C(=O)c5cccc(-c6ccccc6)c5)c4)cc3)cc2)cc1,-8.2858,7.926,0.148,94.58,644.77,0,6,9
Cc1cc(C(=O)c2ccc(C(=O)c3ccc(SS(=O)(=O)c4ccc(C(=O)c5ccccc5)cc4)cc3)cc2)ccc1O,-8.2822,6.875,0.147,105.58,592.69,1,7,9
O=C(c1ccc(Oc2ccccc2C(=O)O)cc1)c1ccc(S(=O)(=O)c2ccccc2)cc1,-8.2817,5.241,0.38,97.74,458.49,1,5,7
CC(C)c1ccc(-c2cccc(C(=O)c3ccc(S(=O)(=O)c4ccc(C(=O)COC(=O)c5ccccc5)cc4)cc3)c2)cc1,-8.2786,7.581,0.121,94.58,602.71,0,6,10
O=C(Nc1ccc(C(=O)c2ccccc2)cc1)c1ccc(S(=O)(=O)c2ccc(C(=O)c3ccccc3)cc2)cc1,-8.2774,6.234,0.233,97.38,545.62,1,5,8
COc1ccccc1CNc1ccc(C(=O)c2ccc(C(=O)c3cccc(-c4cccc(S(=O)(=O)O)c4)c3)cc2)cc1,-8.2692,6.683,0.141,109.77,577.66,2,6,10
COc1ccc(C(=O)c2ccc(C(=O)c3cccc(S(=O)(=O)c4ccccc4C(=O)c4ccccc4)c3)cc2)cc1,-8.2661,6.221,0.199,94.58,560.63,0,6,9
Cc1cccc(C(O)c2cccc(C(=O)c3ccc(C(=O)c4cccc(N(=O)=O)c4)cc3)c2)c1,-8.262,5.447,0.229,97.51,451.48,1,5,7
CC(C)(C)c1ccc(C(=O)c2cccc(C(=O)c3ccc(C(Cc4ccccc4)c4ccc(CN)cc4)cc3)c2)cc1,-8.2611,8.279,0.188,60.16,551.73,1,3,9
